,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
11,-0.36079,-1.285167,1.249577,-0.099465,0.959485,-0.263621,-1.338184,-0.91756,-0.43684700000000004,0.193383,0.270542,-0.550268
12,-0.420166,-1.2926,1.218548,-0.112022,0.9615520000000001,-0.250736,0.129679,-1.753035,-0.03669,0.510703,0.47481899999999994,-0.523694
13,-0.386888,-1.273906,1.292922,-0.11038099999999999,0.9562510000000001,-0.270925,1.7684790000000001,-1.8918150000000002,1.012178,0.6190939999999999,0.162142,-0.23314899999999997
14,-0.28765,-1.250825,1.4305370000000002,-0.08923400000000001,0.9492440000000001,-0.301616,1.7008619999999999,-1.38361,1.851745,0.585359,-0.03947,-0.061055
15,-0.17003,-1.238264,1.57456,-0.055237,0.945219,-0.32173,0.610705,-0.545912,2.16566,0.377777,-0.22866599999999998,0.8183739999999999
16,-0.10155700000000001,-1.254034,1.6527619999999998,-0.031580000000000004,0.950249,-0.30988699999999997,-1.198424,-0.460537,0.5014430000000001,0.034525,0.859383,0.92886
17,-0.187363,-1.279514,1.568918,-0.05349299999999999,0.9578760000000001,-0.28215500000000004,-1.276074,0.251629,-1.6994810000000002,-0.122243,1.033808,1.15952
18,-0.23088699999999998,-1.25778,1.479306,-0.070467,0.9514090000000001,-0.29975799999999997,2.572125,3.0933349999999997,-1.194475,-0.899992,0.353034,0.51625
19,-0.21235500000000002,-1.205755,1.492219,-0.07524,0.934109,-0.34896900000000003,1.074114,-2.885524,-0.030779,-0.638704,-0.017787999999999998,-1.8882439999999998
20,-0.325727,-1.21586,1.468955,-0.11120899999999999,0.9376690000000001,-0.329257,-1.457474,-4.755944,-0.28427800000000003,0.045062,-0.465363,0.705234
21,-0.467758,-1.256026,1.40365,-0.139594,0.950867,-0.27634200000000003,-2.4779880000000003,-3.183385,-0.251761,0.41280200000000006,-0.371262,1.268468
22,-0.57513,-1.280198,1.321199,-0.155854,0.958073,-0.24043,-0.925858,-0.40629099999999996,-0.511534,0.500077,0.017529,0.96214
23,-0.5578649999999999,-1.276943,1.323001,-0.15333,0.9571350000000001,-0.245729,0.49905200000000005,1.209134,0.26653699999999997,0.568705,0.490512,0.13200499999999998
24,-0.530734,-1.286455,1.343642,-0.141992,0.9598469999999999,-0.24193499999999998,-1.008964,-0.494482,0.567971,0.581415,0.335685,-0.894708
25,-0.571621,-1.3211190000000002,1.333243,-0.133675,0.968992,-0.20781,-1.620651,-1.8913790000000001,0.911593,0.28791100000000003,-0.040083,-0.183456
26,-0.623871,-1.357753,1.316935,-0.123517,0.977392,-0.17160599999999998,-1.660648,-1.6829060000000002,0.7604270000000001,0.021374,-0.203344,0.292333
27,-0.712601,-1.388816,1.259818,-0.118324,0.9834870000000001,-0.136939,-1.408593,-1.6931990000000001,0.452416,-0.19529000000000002,-0.289121,0.286369
28,-0.7979,-1.4108399999999999,1.20577,-0.114023,0.9872340000000001,-0.111207,-1.043201,-1.437354,0.357432,-0.193091,-0.159643,0.15809700000000002
29,-0.906208,-1.4265290000000002,1.122479,-0.11317,0.989611,-0.088667,-0.9666319999999999,-1.278908,0.09498200000000001,-0.186894,-0.102496,-0.138354
30,-1.0482479999999998,-1.439033,1.004002,-0.11385,0.991332,-0.065572,-1.0565579999999999,-1.172878,0.031193000000000002,-0.037029,-0.128462,0.001317
31,-1.197534,-1.44681,0.872698,-0.11515299999999999,0.992324,-0.045096,-0.791087,-0.808136,-0.036855,0.08845,-0.07994,0.16031600000000001
32,-1.307209,-1.4498469999999999,0.7744300000000001,-0.116487,0.9926940000000001,-0.031436,-0.561254,-0.468058,-0.033549,0.10753,-0.101017,0.13277
33,-1.395951,-1.451408,0.6902020000000001,-0.11728800000000002,0.9928819999999999,-0.020719,-0.47028100000000006,-0.174328,-0.040767000000000005,0.024393,-0.052925,0.061841
34,-1.4755260000000001,-1.450333,0.612472,-0.119627,0.9927530000000001,-0.011432,-0.45438199999999995,-0.093948,-0.17535499999999998,0.0041789999999999996,-0.007370999999999999,0.047869
35,-1.563848,-1.445633,0.52495,-0.12483399999999999,0.9921770000000001,-0.000867,-0.581758,-0.069583,-0.296985,0.047701,0.001796,0.08473
36,-1.667959,-1.438885,0.422583,-0.130909,0.9913120000000001,0.012759999999999999,-0.7177100000000001,-0.178802,-0.305272,0.136371,-0.066737,0.13802799999999998
37,-1.778576,-1.430582,0.316316,-0.13675,0.990186,0.02883,-0.807968,-0.30956300000000003,-0.293985,0.284394,-0.034283999999999995,0.130197
38,-1.895571,-1.4206379999999998,0.20575700000000002,-0.141774,0.9887469999999999,0.047735,-0.9740700000000001,-0.42953500000000006,-0.25119400000000003,0.348973,0.006156,0.101298
39,-2.011325,-1.408684,0.09790900000000001,-0.145994,0.9868889999999999,0.068825,-0.987983,-0.42952399999999996,-0.241677,0.43491899999999994,0.056507,0.11853699999999999
40,-2.095748,-1.395681,0.018061,-0.15076199999999998,0.984706,0.087315,-0.8310270000000001,-0.197709,-0.273993,0.389059,0.057666999999999996,0.09511900000000001
41,-2.1487830000000003,-1.382939,-0.033594,-0.156419,0.9824069999999999,0.102031,-0.666054,-0.08946,-0.31464000000000003,0.329317,0.097092,0.069661
42,-2.180543,-1.370651,-0.063362,-0.162985,0.980038,0.113852,-0.544557,-0.176998,-0.3735,0.269293,0.138722,0.005579
43,-2.203588,-1.358214,-0.079309,-0.17013399999999998,0.9774889999999999,0.124776,-0.46040600000000004,-0.495601,-0.424846,0.31664899999999996,0.130924,-0.110356
44,-2.223131,-1.347321,-0.086601,-0.17611400000000002,0.975133,0.13453299999999999,-0.34401,-0.644343,-0.35868099999999997,0.44058,0.136515,-0.053722000000000006
45,-2.230633,-1.340032,-0.083199,-0.18071099999999998,0.973492,0.140203,-0.06513200000000001,-0.47093199999999996,-0.276839,0.505204,0.20900300000000002,-0.10712200000000001
46,-2.212982,-1.339979,-0.057837,-0.183199,0.9734799999999999,0.137023,0.416152,-0.271968,-0.10067999999999999,0.350085,0.356248,-0.085998
47,-2.166764,-1.3483040000000002,-0.0078049999999999994,-0.18262,0.97535,0.123859,0.863244,-0.087787,0.07205399999999999,0.269733,0.375373,-0.183323
48,-2.093722,-1.363483,0.074681,-0.178324,0.9785879999999999,0.10279500000000001,1.310708,-0.541671,0.23599499999999998,0.129191,0.442341,-0.133649
49,-1.9776470000000002,-1.383285,0.203499,-0.171198,0.9824709999999999,0.073768,1.7595740000000002,-0.475588,0.370437,-0.035269,0.45020699999999997,0.014015999999999999
50,-1.782098,-1.404067,0.41206899999999996,-0.16226600000000002,0.986133,0.034807,2.183682,-0.5199590000000001,0.44288999999999995,-0.019847,0.253247,0.0041789999999999996
51,-1.5235940000000001,-1.417473,0.687116,-0.152554,0.9882690000000001,-0.007206000000000001,2.23909,-0.69411,0.5225489999999999,0.010922,-0.047992,0.211094
52,-1.227942,-1.420421,0.9977309999999999,-0.14109000000000002,0.988715,-0.050362,2.309145,-0.44120299999999996,0.618854,-0.0028309999999999997,0.05252999999999999,0.311776
53,-0.9223530000000001,-1.408042,1.307181,-0.129148,0.986785,-0.097862,2.4597130000000003,0.253027,0.570946,-0.10994200000000001,0.35223499999999996,0.341453
54,-0.6811649999999999,-1.38179,1.545145,-0.11830999999999998,0.982191,-0.145955,2.320424,0.281519,0.493025,-0.340919,0.466081,0.12997899999999998
55,-0.513092,-1.353323,1.7169159999999999,-0.10591199999999999,0.9764459999999999,-0.18798,2.0514919999999996,-0.17352,0.767331,-0.312682,0.200236,0.27562600000000004
56,-0.375699,-1.32481,1.8634689999999998,-0.089351,0.9698979999999999,-0.226529,1.968718,-0.355111,0.96247,-0.228169,0.079953,0.319943
57,-0.263408,-1.294297,1.989414,-0.071079,0.962017,-0.263574,1.9748150000000002,-0.48685900000000004,1.136802,-0.16933800000000002,-0.061382000000000006,0.391473
58,-0.160416,-1.259379,2.1112919999999997,-0.048942,0.9519,-0.30247399999999997,2.114362,-0.8925129999999999,1.494014,-0.151162,-0.027706,0.329391
59,-0.074264,-1.223917,2.2259279999999997,-0.025224,0.9404379999999999,-0.339027,1.8699009999999998,-1.207754,1.6849900000000002,-0.140593,0.070975,0.268746
60,-0.010214,-1.1905860000000001,2.323513,-0.0037909999999999997,0.928587,-0.371096,1.6662290000000002,-1.4922549999999999,1.613429,-0.11829500000000001,0.020388,0.245669
61,0.023874,-1.158852,2.39838,0.009558,0.916344,-0.400278,1.528047,-1.8763509999999999,1.3501729999999998,-0.076163,-0.0859,0.324198
62,0.033461000000000005,-1.12906,2.451844,0.014302,0.904011,-0.427271,1.3957110000000001,-1.967285,1.028899,-0.078084,-0.180836,0.364771
63,0.026154000000000004,-1.10499,2.487823,0.011746,0.89346,-0.44898999999999994,0.995975,-1.976305,0.701379,-0.15469000000000002,-0.280468,0.315201
64,0.00878,-1.093119,2.510139,0.004036,0.888065,-0.4597,0.31446999999999997,-1.7224869999999999,0.422828,-0.105858,-0.413608,0.37895100000000004
65,-0.010971,-1.095805,2.521969,-0.005017,0.8892969999999999,-0.45730299999999996,-0.396941,-1.425093,0.19528800000000002,0.008542000000000001,-0.642638,0.284864
66,-0.033365,-1.111699,2.524265,-0.014783000000000001,0.896453,-0.44289300000000004,-1.014194,-1.039722,-0.003934,0.09715,-0.822081,0.285544
67,-0.051746,-1.138182,2.519405,-0.021685,0.9078729999999999,-0.41868500000000003,-1.472538,-0.52551,-0.060137,0.051897000000000006,-0.810308,0.21360700000000002
68,-0.066173,-1.168954,2.509936,-0.025862,0.920342,-0.390259,-1.565576,-0.15318800000000002,-0.114675,0.041227999999999994,-0.743233,0.114166
69,-0.08094,-1.1994040000000001,2.493183,-0.029342,0.931823,-0.361725,-1.517544,0.160505,-0.281384,0.116729,-0.570419,0.130417
70,-0.10094199999999999,-1.227703,2.461347,-0.0339,0.9417190000000001,-0.334689,-1.395777,0.6818960000000001,-0.50446,0.169398,-0.34844200000000003,0.194934
71,-0.130197,-1.2495690000000002,2.412417,-0.040991,0.9488479999999999,-0.31306,-1.014864,0.895769,-0.772334,0.211981,-0.07610700000000001,0.15713
72,-0.172228,-1.259551,2.3521349999999996,-0.052483,0.951953,-0.301713,-0.402276,0.6254890000000001,-0.8456889999999999,0.084207,0.12336400000000002,0.095765
73,-0.20963600000000002,-1.26197,2.3071610000000002,-0.063251,0.952691,-0.297286,-0.253938,0.034468,-0.493518,-0.133984,0.142234,-0.06572
74,-0.23979699999999998,-1.271195,2.284209,-0.070097,0.9554540000000001,-0.286694,-0.720837,-0.684493,-0.114503,-0.180925,0.043798000000000004,-0.24393
75,-0.286967,-1.2873780000000001,2.255049,-0.07915,0.9601049999999999,-0.268204,-0.9114770000000001,-1.024006,-0.292724,-0.038937,-0.021949,-0.160827
76,-0.351062,-1.299597,2.206408,-0.092125,0.96345,-0.251548,-0.703439,-0.7713720000000001,-0.513785,-0.035713,0.016973,-0.058694
77,-0.42453100000000005,-1.306067,2.152908,-0.107771,0.9651629999999999,-0.23842199999999997,-0.49933900000000003,-1.386846,-0.48807,-0.067262,0.19781600000000002,-0.08945800000000001
78,-0.490787,-1.311351,2.119486,-0.12091500000000001,0.966533,-0.226262,-0.365026,-1.723426,-0.083981,-0.11941099999999999,0.30278499999999997,0.019322
79,-0.515734,-1.3182260000000001,2.124434,-0.123241,0.9682729999999999,-0.21739,-0.28833200000000003,-1.307888,0.361471,-0.07510800000000001,0.069721,0.08415
80,-0.512876,-1.3321040000000002,2.1446669999999997,-0.116014,0.971648,-0.206012,-0.628513,-0.53013,0.6294270000000001,-0.140898,0.21927,0.135623
81,-0.516466,-1.352644,2.1399369999999998,-0.106873,0.976299,-0.188198,-1.043406,0.416233,0.357192,-0.32751399999999997,0.769825,0.373714
82,-0.48755699999999996,-1.372234,2.1538779999999997,-0.09241,0.980351,-0.174275,-0.563759,0.748379,0.794883,-0.243588,-0.015094999999999999,0.540211
83,-0.412446,-1.387384,2.227841,-0.07310900000000001,0.9832270000000001,-0.16709100000000002,-0.318411,-0.255669,0.988027,-0.048579000000000004,-0.479351,0.617988
84,-0.33824299999999996,-1.3947479999999999,2.310355,-0.058116999999999995,0.9845440000000001,-0.165217,0.16714,-0.094074,0.649381,0.012126999999999999,-0.482529,0.6090800000000001
85,-0.219237,-1.3824049999999999,2.397957,-0.04073,0.9823069999999999,-0.18279600000000001,1.364017,3.199811,0.6642020000000001,0.014455,-0.251853,0.472469
86,-0.050276,-1.349488,2.486991,-0.011031000000000001,0.975611,-0.219229,1.171766,3.016737,0.526362,0.156615,1.1711479999999999,-1.577158
87,-0.027977999999999996,-1.351564,2.496089,-0.006084,0.976065,-0.21739499999999998,-0.42591599999999996,-0.20988400000000001,0.022613,0.309062,1.091928,-0.050031
88,-0.011579,-1.352992,2.5331669999999997,-0.002502,0.976374,-0.216071,0.301502,-1.390601,0.554772,0.206085,-0.11408499999999999,0.541068
89,-0.011465000000000001,-1.344699,2.563658,-0.00257,0.974549,-0.224161,0.355045,-1.26775,0.15654200000000001,0.27103299999999997,-0.24154699999999998,0.48853500000000005
90,-0.015368999999999999,-1.33838,2.562344,-0.0035399999999999997,0.9731129999999999,-0.230302,0.26512199999999997,0.547747,-0.098513,0.093307,-0.150084,0.136506
91,-0.031417,-1.349726,2.5322459999999998,-0.006887999999999999,0.975663,-0.21916599999999997,-1.053,0.5113300000000001,-0.503983,0.096228,0.47918599999999995,-0.083264
92,-0.08697200000000001,-1.372188,2.47127,-0.017138,0.980342,-0.19655999999999998,-1.071021,0.06291000000000001,-0.5035350000000001,0.270968,0.523442,0.11126300000000001
93,-0.12156700000000001,-1.385278,2.438031,-0.022369,0.982841,-0.183095,-0.46142700000000003,-0.18043199999999998,-0.11867799999999999,0.45355100000000004,0.361031,0.084569
94,-0.13700299999999999,-1.3892879999999999,2.4295080000000002,-0.024654,0.9835729999999999,-0.178822,-0.07657,-0.412155,-0.046258,0.332469,-0.03562,0.010136
95,-0.138759,-1.383932,2.433265,-0.025695999999999997,0.982592,-0.18399400000000002,0.549316,-0.15801199999999999,0.058200999999999996,0.211792,-0.051424,0.101505
96,-0.10360599999999999,-1.3619139999999998,2.47142,-0.021446,0.9782629999999999,-0.206254,1.524047,-0.19347899999999998,0.356679,0.02729,-0.053337,-0.085143
97,-0.06088300000000001,-1.317688,2.5311049999999997,-0.015237,0.968139,-0.24995100000000003,2.6589240000000003,-1.249652,0.559308,-0.037116,-0.137649,-0.29607
98,-0.050352999999999995,-1.256045,2.581514,-0.015581999999999999,0.950873,-0.309188,3.4806559999999998,-1.989373,0.484811,-0.105421,-0.16339800000000002,-0.201997
99,-0.07724299999999999,-1.173006,2.607777,-0.029893,0.921919,-0.386227,4.429582,-3.364758,-0.041977,-0.199981,-0.22921599999999998,0.066464
100,-0.155696,-1.097544,2.6208099999999996,-0.070677,0.890091,-0.45027,3.0216540000000003,-4.903601999999999,-0.007111,-0.057176,-0.360489,0.574187
101,-0.21192399999999997,-1.0600100000000001,2.6392849999999997,-0.102828,0.872361,-0.477926,1.440209,-2.828293,-0.005862,0.297484,-0.749787,0.96285
102,-0.252859,-1.031126,2.634435,-0.128552,0.857878,-0.49751300000000004,1.53919,-1.3116450000000002,-0.813621,0.326703,-0.9000229999999999,0.873078
103,-0.275312,-0.9994059999999999,2.613309,-0.147015,0.84115,-0.520436,1.033073,0.48303100000000004,-0.8290700000000001,0.191861,-0.8115939999999999,0.757359
104,-0.250354,-0.9875459999999999,2.60833,-0.136444,0.834677,-0.53357,0.264812,1.8869759999999998,0.124096,-0.047089,-0.007513,0.394563
105,-0.19350599999999998,-0.999568,2.633865,-0.10397,0.8412379999999999,-0.530575,-0.832075,1.418121,1.107277,0.0035979999999999996,0.496134,0.027966
106,-0.15168900000000002,-1.029655,2.666538,-0.077838,0.8571209999999999,-0.5092,-1.531147,0.280174,0.972461,0.017123,0.548045,-0.007554000000000001
107,-0.139725,-1.061718,2.6829110000000003,-0.06787699999999999,0.873194,-0.48262299999999997,-1.482426,-0.299621,0.469343,-0.071421,0.22749899999999998,0.221072
108,-0.144246,-1.0982180000000001,2.6838130000000002,-0.06543099999999999,0.8903979999999999,-0.450456,-2.1992279999999997,-0.10623800000000001,0.150031,-0.065581,0.081023,0.339494
109,-0.165116,-1.158506,2.655751,-0.065863,0.9162049999999999,-0.395259,-3.51135,0.362737,-0.37355,-0.089639,0.040032,0.189326
110,-0.234152,-1.2312299999999998,2.570143,-0.07728,0.9428989999999999,-0.32399,-3.8297559999999997,0.557146,-1.028708,0.031962,0.351779,-0.468613
111,-0.365654,-1.296245,2.423807,-0.09694,0.9625469999999999,-0.25319200000000003,-3.6937660000000005,0.032138,-1.189455,0.08757100000000001,0.690163,-1.485959
112,-0.5451819999999999,-1.3354219999999999,2.258586,-0.12093499999999999,0.972427,-0.1994,-1.8357759999999999,-1.376672,-0.807203,0.250375,-0.058975,-0.845248
113,-0.611699,-1.341227,2.213384,-0.130678,0.973764,-0.18629600000000002,0.145654,-0.7805989999999999,-0.007915,0.220888,-0.187448,-0.43345500000000003
114,-0.573508,-1.329313,2.2568919999999997,-0.129755,0.9709840000000001,-0.200881,0.9626610000000001,-0.078401,0.037483999999999996,-0.01882,-0.027975999999999997,-0.173844
115,-0.5542729999999999,-1.320529,2.2762279999999997,-0.130351,0.9688459999999999,-0.21058400000000002,0.07953099999999999,0.16775299999999999,-0.014933000000000002,-0.079182,0.060039,-0.121982
116,-0.544033,-1.3326200000000001,2.273658,-0.122116,0.97177,-0.201869,-0.792247,0.890978,0.498275,-0.10594200000000001,-0.18328699999999998,0.33845
117,-0.506333,-1.3547850000000001,2.2928759999999997,-0.103947,0.9767600000000001,-0.187443,-0.8403010000000001,0.982461,0.838585,0.04189,-0.49708500000000005,0.522358
118,-0.449247,-1.377897,2.33129,-0.083255,0.981453,-0.172683,-0.8802540000000001,0.88456,0.8469770000000001,-0.18401800000000001,-0.33829499999999996,0.368392
119,-0.443047,-1.4019190000000001,2.3288919999999997,-0.07205299999999999,0.9857739999999999,-0.151848,-1.246993,0.09892000000000001,0.23333099999999998,-0.457442,0.26476,0.322502
120,-0.518599,-1.426208,2.252148,-0.071418,0.9895649999999999,-0.12514,-1.210346,-0.0048530000000000005,0.045713,-0.442162,0.147855,0.38153400000000004
121,-0.5068060000000001,-1.43834,2.26295,-0.064105,0.99124,-0.115469,-0.051827,0.193776,0.517159,0.23575100000000002,-0.107222,0.382436
122,-0.34468200000000004,-1.4357,2.403981,-0.04551,0.9908879999999999,-0.12676400000000002,0.720779,1.86391,0.966932,0.61744,0.264971,0.26153000000000004
123,-0.125651,-1.421187,2.558566,-0.018678999999999998,0.9888290000000001,-0.147877,1.1143459999999998,3.804157,0.797348,0.32650999999999997,0.523515,-0.508099
124,0.012384000000000001,-1.408339,2.647902,0.002003,0.986833,-0.161732,0.269563,1.4719149999999999,0.553017,0.11805299999999999,0.7673479999999999,-0.98605
125,0.034127,-1.404743,2.662142,0.00564,0.986245,-0.165195,0.151552,0.106449,-0.197017,-0.041177,1.375114,-0.279706
126,-0.016066,-1.405673,2.6185009999999997,-0.002641,0.986398,-0.164353,-0.002979,-0.8261120000000001,-0.218266,0.22741799999999998,-0.23395700000000003,0.294419
127,-0.030503,-1.39432,2.629929,-0.005354,0.984468,-0.17548,0.9236479999999999,-1.2252020000000001,0.212802,0.543806,-0.391252,0.16121300000000002
128,-0.002997,-1.373524,2.65866,-0.000587,0.980605,-0.195994,0.956247,0.801918,0.209364,0.434303,0.133546,-0.557851
129,0.023903999999999998,-1.3652600000000001,2.665924,0.004878,0.978952,-0.204034,0.057634000000000005,0.760107,-0.010504000000000001,0.341145,0.606589,-0.209098
130,0.025985,-1.368729,2.666514,0.005214,0.9796540000000001,-0.200627,-0.105549,-0.308227,0.09654700000000001,0.433537,0.239569,0.006901999999999999
131,0.049520999999999996,-1.359417,2.703601,0.010386,0.977742,-0.209552,0.8372799999999999,-0.85775,0.57065,0.46913699999999997,0.097316,0.034747
132,0.08361299999999999,-1.3252959999999998,2.7690040000000002,0.020298,0.970016,-0.242193,2.178429,-1.84312,1.0032290000000001,0.20155,-0.185394,0.159246
133,0.100411,-1.259611,2.827372,0.030693,0.9519709999999999,-0.304645,3.8921089999999996,-1.926186,1.109309,0.079949,-0.139242,0.121753
134,0.080541,-1.157223,2.853291,0.032333,0.91569,-0.400582,5.52785,-2.765418,0.706272,-0.199508,0.08946699999999999,-0.135673
135,0.002735,-1.067324,2.85372,0.00132,0.8759129999999999,-0.482468,3.531111,-4.2907720000000005,0.010617,-0.408516,-0.22154000000000001,0.7529600000000001
136,-0.0802,-1.016333,2.853612,-0.042179,0.850183,-0.524795,2.37607,-3.792304,-0.29932800000000004,-0.39510700000000004,-0.6256649999999999,1.073028
137,-0.145188,-0.9535809999999999,2.830485,-0.083735,0.815493,-0.572677,3.550161,-1.414435,-1.359192,-0.31246,-0.5536220000000001,0.72821
138,-0.167408,-0.886234,2.808697,-0.10536400000000001,0.774696,-0.623494,2.559119,0.23840999999999998,-0.917442,0.012331,0.175087,0.330189
139,-0.15818,-0.8657540000000001,2.800838,-0.10208400000000001,0.761584,-0.639975,0.07305199999999999,1.006528,-0.10898800000000002,0.246493,0.373319,0.307395
140,-0.14272,-0.8844,2.802666,-0.090143,0.7735350000000001,-0.62731,-1.3646989999999999,0.482887,0.219198,0.37040100000000004,-0.031163999999999997,0.112525
141,-0.144699,-0.920041,2.7951080000000004,-0.087351,0.7956270000000001,-0.599457,-2.022586,0.119577,0.0035600000000000002,0.008584999999999999,-0.29129299999999997,0.291092
142,-0.144527,-0.9670989999999999,2.790346,-0.081761,0.8232430000000001,-0.561771,-2.5331599999999996,0.30755,0.324493,-0.10531199999999999,-0.34114099999999997,0.300983
143,-0.132411,-1.028045,2.791344,-0.06819,0.856291,-0.511973,-3.353795,0.671917,0.492414,-0.110765,-0.31196399999999996,-0.031514
144,-0.122635,-1.104898,2.791582,-0.054952999999999995,0.893418,-0.445852,-3.9514940000000003,0.31845,0.42673500000000003,0.062765,-0.18036,-0.25413
145,-0.141535,-1.184544,2.765995,-0.053140999999999994,0.926327,-0.37295300000000003,-4.0299879999999995,0.15551800000000002,-0.317087,0.262507,0.13228199999999998,-0.311587
146,-0.22845300000000002,-1.260171,2.664407,-0.069222,0.952142,-0.297713,-3.97574,0.692349,-1.411255,0.28723899999999997,0.538412,-0.23126300000000002
147,-0.388913,-1.3157020000000001,2.4790330000000003,-0.095682,0.9676389999999999,-0.23349299999999998,-2.978656,0.9471459999999999,-1.525326,-0.082587,0.712124,-0.053693
148,-0.499767,-1.344142,2.3531310000000003,-0.10769000000000001,0.974424,-0.197234,-1.289233,0.27218600000000004,-0.167769,-0.366874,0.690554,-0.029283
149,-0.48970699999999995,-1.359924,2.374118,-0.098454,0.977849,-0.18471300000000002,-0.293821,-0.875109,0.830896,-0.153896,0.132549,-0.13366199999999998
150,-0.432616,-1.37144,2.45093,-0.083027,0.980194,-0.179793,-0.208774,-0.7780630000000001,0.9969399999999999,-0.10638,-0.504181,-0.048768
151,-0.357325,-1.389834,2.532032,-0.06295,0.983671,-0.16860799999999998,-0.774764,0.143938,1.086877,-0.028251,-0.839674,0.13856400000000002
152,-0.280829,-1.4167809999999998,2.596031,-0.042517,0.9881629999999999,-0.147397,-1.295823,0.857824,0.7020350000000001,-0.12136199999999998,-0.551106,0.182309
153,-0.316726,-1.437257,2.556925,-0.041468,0.9910969999999999,-0.126521,-0.795126,-0.29894699999999996,-0.29284099999999996,-0.328313,0.212166,0.253245
154,-0.408481,-1.440233,2.474319,-0.051715,0.991489,-0.11948099999999999,0.015092,-0.371386,-0.46227700000000005,-0.422712,0.6179319999999999,0.414602
155,-0.367654,-1.42777,2.50221,-0.051233,0.9897889999999999,-0.13301400000000002,0.9456969999999999,1.369484,0.275861,0.12209400000000001,-0.05351,0.324497
156,-0.200983,-1.413427,2.6167119999999997,-0.031286,0.987643,-0.153566,0.79604,3.354117,0.665378,0.5676329999999999,0.13017,0.179261
157,-0.054671000000000004,-1.402379,2.6924799999999998,-0.00916,0.985851,-0.167372,0.419562,3.208065,0.486679,0.217381,0.346989,-0.063387
158,0.06366799999999999,-1.38915,2.7633970000000003,0.011493999999999999,0.983548,-0.180283,1.1910969999999999,2.0560669999999996,0.725349,0.213833,0.259464,-0.6518550000000001
159,0.12606900000000001,-1.354178,2.800487,0.027024,0.9766299999999999,-0.213223,1.269739,0.592832,0.278052,0.07130299999999999,0.6402979999999999,0.024609
160,0.133251,-1.364033,2.804925,0.027275,0.9787,-0.203474,-1.1739629999999999,-0.04095,-0.014875,0.114952,0.407896,0.496015
161,0.195359,-1.3691280000000001,2.866852,0.038883,0.979734,-0.196494,0.51852,0.327323,0.9909889999999999,0.526806,0.139742,0.44870600000000005
162,0.285229,-1.338768,2.9432080000000003,0.064703,0.973202,-0.22066100000000002,1.157559,0.600831,1.0367629999999999,0.5328609999999999,0.397175,-0.681133
163,0.29891999999999996,-1.326645,2.9637740000000004,0.071188,0.9703430000000001,-0.231014,0.28677600000000003,-0.656687,0.051664,0.239619,0.370584,-0.13509100000000002
164,0.268826,-1.322425,2.949599,0.065291,0.9693139999999999,-0.236996,0.270227,-0.8905379999999999,-0.06138300000000001,-0.011824,0.022491999999999998,0.249554
165,0.241393,-1.312422,2.945357,0.061080999999999996,0.966807,-0.24810100000000002,0.733517,-1.3244770000000001,0.16246300000000002,0.109528,-0.195383,0.055413
166,0.21395100000000003,-1.284203,2.947483,0.060020000000000004,0.9592129999999999,-0.27624099999999996,1.826138,-1.493456,0.446981,0.109444,-0.171844,-0.056126
167,0.176778,-1.228485,2.94485,0.05902999999999999,0.941981,-0.330434,3.14121,-2.008506,0.50276,0.081321,0.024495,-0.269282
